comment,label
sir first you said that red colour of the wall is not absorbed by it hence it is red  later you said that wall is good absorber of red colour that is why it is red it quite confused me please do something with it sir,doubt
mam plz provide notes with each lecture,doubt
ans ba,doubt
pcm hi nhi ho rhi h pcmb ek saath kaise karenge,doubt
yr jab woh dono multiple hoke  aa rha h toh next line m  kese aaya,doubt
sir apka ek bhi lecture nhi chore thermodynamics kalekin ncert ka exercise ek bhi nhi bn rha h,doubt
how the following is set the student absent from school,doubt
maam in the previous video you said lipids are  and proteins are  but in the ncert its given that proteins are  and lipids are,doubt
is this sufficient for mains,doubt
sir block n block ke pahale question me m block par n perpendicular aor m se bi n lag raha hai ye kaise,doubt
cotx fr n   nz,doubt
two tall buildings face each other and are at distance of m from each otherwith what velocity must a ball thrown horizontally from a window m above the ground in one building so that it enters a window m above the ground in the second building  sir reply fast how to solve it,doubt
im in thi wanted to take comm but u ended up with sciencei underestimated it and i was fuckedbut thanks a lot alakh sir now i feel like i can pass,doubt
can anyone make me clear why in case of kg block the new was not usedi think it will also oppose it,doubt
sir friction normal force ke proportional kyo hota hai,doubt
nhi samjh aaya sir,doubt
sir please discuss the polygon lawand maths on polygon lawsir it will help ma a lotplease sirsir please make o vedio on polyhon law and maths related to it,doubt
fsin,doubt
if we do comparison between navicula and meloaira then navicula is more developed than melosira,doubt
aap kaise pcmb subject saari perfectly teach kar sakte hai,doubt
thi nathi samjati,doubt
during  min in question what happened to  newton,doubt
sir time nagative nahi ho sakta laken root ma num   ma ata ha,doubt
answer for last question is,doubt
ans of  is,doubt
sir please please upload the physics in chapter  gravitation,doubt
mam there are too much ad,doubt
mam  no question me ham jo diya gaya hai usse relation bana ke sidha nahi bata sakte kya ya itna likhna hi padta hai,doubt
sir lekin pseudo force to acceleration ke opposite direction mein lagta hai naa to ismein acceleration kaha hai plz reply sir,doubt
sirif vectors are equal then rx so how in that questionrxsirpls pls clear my doubt,doubt
sir v v  ku nhi ho skta,doubt
final velocity nhi nikal skte kyasm and tsec se,doubt
the work done by spring force comes out j but you said work done by spring force cannnot be negative can anyone explain i am a bit confused,doubt
why not you are uploading more videos sir,doubt
mam plz be live on sunday,doubt
sir please upload the video on ray optics of class th,doubt
mam please can you explain the ch nervous system of class  nervous system,doubt
v is the correct option,doubt
sir answer  seconds because  if we go  seconds before means  seconds then we will find this stone at the ground case  when the stone is through ms vertically upward then the stone reach ground after  seconds or before  secondsplease sir read my comment and reply me that my answer is right or not,doubt
kya is me pure system ka com consider nhi krenge,doubt
sir  hour wali video nhii milta h,doubt
plzzzz bta dijieyega,doubt
sir mera phone full volume pe tha,doubt
sir revision kese kere,doubt
sir angular projection of a projectile on an inclined plane cbse class th k syllabus main aata h,doubt
sir pradeeps fundamental of physics mein pure water ka glass k sath angle of contact  de rkha h,doubt
at  you said that velocity will drive the circle but sir we know that at height velocity so sir at height the bob will experience gravitational force which will pull it downwards so as result its velocity increases so its tension will also increasesir cna you please correct me or if anyone knows please do tell,doubt
sir  me jo question h uska ans cos theta  aayega matlab theta degree,doubt
sir  question mai angle find karna hai body aur river ke flow ke bich kaaur aap bagal wala angle find kar rahe ho,doubt
ghante vala video sir,doubt
sir river man problem,doubt
sir how to calculate error in parallel resistance,doubt
have a question guys who are aiming jee and  should wath this video,doubt
mam bsc classes nahi karati hai please mam provide kariye mam,doubt
sir how to find emissivity when we are given negligible transmittance and some value of reflectance,doubt
starting ke first aur second question mein mg force nahi lagega kya kyunki object chahe jaha rakkha ho mg toh hamesha lagta hi hai,doubt
siruska answer r,doubt
sir kya aap board level ka nahi pdhate hai,doubt
sir gc agrawal acchi h kya,doubt
in addition one term has two significant digitthen answer will come then kya ans hoga,doubt
sir if pseudo force is fake then how the suspended bob is being pushed backward in the car when it is moving forwardthough theoretically it is being provedbut how practicalplztell sirplzconfusion badh gaya sirkoi batayega nahi,doubt
biomecules,doubt
sir pls question ke anser padaeye,doubt
iit ki sari books ka name bta dijye kisi video me please,doubt
mam ek ques hai aapke toothpaste me namak hai,doubt
mam complax no exercise  usake ex nahi bataye aapane,doubt
sir yaha pai  tho constant hoga na tho usko zero likhna chaiyai na apnai same kyu likha,doubt
sir typed notes are written by you,doubt
sir st question ma kg bad ma kg kasa ho gaya,doubt
sir question  me v ki speed negative nai hogiit will bevvv sir pls reply karna is this correct or notand happy birthday sir wish you a very long and happy life,doubt
sir main hindi medium se hu to khon sa book lu hindi main jis se ki mujhe samjhne main aasani ho or sir jismain jada example de kar samjhaya gaya ho please sir ap mujhe batayega main apki reply ka intjar krunga u r great teacher,doubt
a ball is thrown vertically upward with a velocity u from a balloon descending with a constant velocity v the ball will pass the balloons after how much time sir please solve this one,doubt
degrees of freedom and law of equipartition toh kinetic theory of gas me h na,doubt
sir g ki value dono direction me same rahegi kya  plz clear my doubt,doubt
sir lst me m ki value kya put krni h,doubt
yeah kya hua kaise hua,doubt
home work answer cm s,doubt
sir  y potential energy is not defined,doubt
of class  cbse,doubt
sin ko tho minus ma lena chiye tha na,doubt
physics and chemistry aapkee bharosee hu science bas aapk bharosee see liya hee,doubt
sir competitive exams ke point of view se derivation necessary haii,doubt
sir diff of sinx is not cosx nooffense sir you are a great teacher and a ray of hope for millions of students like me big fan sir,doubt
last question answer,doubt
sir why potential energy is constant in neutral equilibrium,doubt
sir addition subtraction mei decimals ke baad actually kya dekhna hai decimal place ya significant figures,doubt
sir i do silly mistakes many times sir tell me any solution to reduce these mistakes,doubt
sir toy gun me se niklte waqt bullets ki speed deni chahiye thi napr sir usne disc ko leave krte waqt di he,doubt
sir plz make more questions video with new concepts,doubt
the answer is g,doubt
pascals law sir,doubt
im preparing for navy and airforce but my score isin navyenglish maths raga andphysics inairforceenglish maths andphysics plzzzzzzzz help,doubt
sir mera aik doubt haijo aapne last mai ye  questions dikhaye hai agr hum aik imaginary parallelogram legaii phr right angle walii formula lgaye gaiii that is pythagoras theorem usse b toh hum answer nikal sktaii hai  forces kaanswer plxx jb maine vo method kiya mje tb b answer thk aaya,doubt
tangent touch only one point of curve then how point  n  can have common tangentsir heartiest thank you you are the best teacher,doubt
last question me gravity ki effect consider nahi karni padengi,doubt
in formula  what is eplease tell me,doubt
sir thermal properties of simple system and thermal properties of gases both are same or not plz sir guide me,doubt
second last questionansi   n upwardsii   n downwardslast questionansv max   msecv min    msec,doubt
sir as u said a black body need not to be black but if it is black does that mean it absorbs all colours except black,doubt
the last sum sir really got me,doubt
aap ji kya all subjects hindi medium ke nhi ho sakte,doubt
mam please a live vidio of maths chapter surface area and volume of th class,doubt
yes mam aap ncert books mai sa karva do plz mam,doubt
mam but the answer of this will be ii,doubt
sir wallah ka matlab kya hota hai,doubt
mam your lectures are very good i want to ask you a question so please tell is your class  lecture enough for boardnstse any many other competetive exam pls reply mam,doubt
i have doubt in  mins questions that sir didnt put fsin thitang,doubt
sir kinetic friction pe newton ka rd law fail ho jata hai kiaqki aapne kaha jab limiting friction maximum hota hai  tab body move kr jati hai,doubt
madam please make more videos in english language so that our understanding would be even more better than in hindi,doubt
mam st wale row me hoga multiply kya,doubt
sir plz upload torricelli soon,doubt
sir ans of last que will be m,doubt
can you teach absolute value inequalities,doubt
sir at   how first mass come without any effort as it is in attraction with mass sir please ans,doubt
you said repeatedly that the moment of arm is the axis of rotation is it right i think it is not,doubt
because in tt not equal to the correct method isttherefore t twe have learnt actually a wrong method from childhood to make it less complecated but youll know about it in  ch mathematics cl plzz reply if im wrong  but ab kya faeda ab to sir dekhenge nhi,doubt
u  s means that it was at same point  s before,doubt
sir in the question the velocity of man with respect to trolley is given  so we would have to find velocity of man with resp to ground then only we can solve no please correct that sir,doubt
app ka se padate ho,doubt
sorry sir but acceleration ki spelling wrong hai,doubt
time depends upon the reference,doubt
sir relative motion kya hota h,doubt
